wave_num,S31-1,S31-2,S31-3,S31-4,S31-5,S31-6,S32-1,S32-2,S32-3,S32-4,S32-5,S32-6,S34-1,S34-2,S34-3,S34-4,S34-5,S34-6,S35-1,S35-2,S35-3,S35-4,S35-5,S35-6,S36-1,S36-2,S36-3,S36-4,S36-5,S36-6,S37-1,S37-2,S37-3,S37-4,S37-5,S37-6,S38-1,S38-2,S38-3,S38-4,S38-5,S38-6,S39-1,S39-2,S39-3,S39-4,S39-5,S39-6,S41-1,S41-2,S41-3,S41-4,S41-5,S41-6,S42-1,S42-2,S42-3,S42-4,S42-5,S42-6,S45-1,S45-2,S45-3,S45-4,S45-5,S45-6,S50-1,S50-2,S50-3,S50-4,S50-5,S50-6,S54-1,S54-2,S54-3,S54-4,S54-5,S54-6,S55-1,S55-2,S55-3,S55-4,S55-5,S55-6,S57-1,S57-2,S57-3,S57-4,S57-5,S57-6,S58-1,S58-2,S58-3,S58-4,S58-5,S58-6,S62-1,S62-2,S62-3,S62-4,S62-5,S62-6,S64-1,S64-2,S64-3,S64-4,S64-5,S64-6,S69-1,S69-2,S69-3,S69-4,S69-5,S69-6,S70-1,S70-2,S70-3,S70-4,S70-5,S70-6
4.614849685,1.90095,1.87042,1.85981,1.79685,1.91246,1.82236,2.13371,2.22799,2.03118,1.9868,2.09655,2.08475,1.53885,1.48864,1.50007,1.50251,1.46711,1.46328,2.01053,1.81203,1.80869,1.85025,1.8738,1.94121,2.12903,2.35884,2.20274,2.41876,2.68972,2.27694,2.04258,2.31851,2.07425,1.98509,2.09431,2.10651,1.97876,2.1497,1.9702,2.29226,2.05693,2.00211,1.35132,1.35493,1.35772,1.35465,1.33062,1.37092,1.72876,1.83787,1.76532,1.71173,1.78471,1.76633,1.92498,1.84291,2.05563,2.0733,2.01027,1.94711,1.80425,1.89438,1.74713,1.88852,1.95145,1.84705,1.23674,1.22878,1.19112,1.18917,1.18339,1.19958,2.29172,2.12072,2.09078,2.09565,2.02143,1.9573,2.08601,2.23193,1.98189,2.1289,2.02242,1.9654,1.27533,1.27353,1.26697,1.30131,1.28912,1.27822,2.17895,2.54166,2.02287,2.30723,2.31375,2.20007,1.09463,1.07917,1.07026,1.07099,1.09589,1.06979,1.19692,1.22455,1.20877,1.19431,1.23083,1.22815,2.28913,2.3241,2.29249,2.18228,2.05912,2.00323,1.14897,1.14949,1.14804,1.14958,1.15157,1.12016
4.600382838,1.86685,1.87742,1.84079,1.74614,1.84425,1.79025,2.14027,2.18648,2.08379,1.98369,2.06057,2.13608,1.50409,1.44982,1.50363,1.47713,1.47293,1.43121,1.88185,1.74599,1.80063,1.82039,1.82627,1.90213,2.09951,2.373,2.18215,2.23045,2.52682,2.15052,2.07242,2.21565,2.03193,2.0129,2.1012,2.13745,2.16781,1.99347,2.03277,2.31484,2.10236,2.02757,1.33804,1.34266,1.34293,1.33334,1.32985,1.359,1.66915,1.8447,1.70614,1.69952,1.74747,1.75686,2.03968,1.82466,2.02939,1.96428,1.94202,1.9439,1.80314,1.92576,1.70512,1.85845,2.03654,1.86224,1.22328,1.20655,1.17677,1.17895,1.17002,1.19503,2.3765,2.1985,2.09284,2.08184,2.05828,1.94067,2.15266,2.32076,1.97158,2.09141,1.98917,1.94667,1.26238,1.27127,1.24991,1.29048,1.26414,1.2664,2.05667,2.2454,2.04019,2.34326,2.07446,2.25519,1.06777,1.0633,1.06117,1.05643,1.08044,1.06657,1.19091,1.2059,1.19031,1.18063,1.21328,1.21212,2.23293,2.41436,2.52951,2.17224,2.02746,2.0602,1.13345,1.13245,1.12813,1.13138,1.13711,1.12323
4.585916292,1.86235,1.84848,1.88943,1.67573,1.9001,1.72987,2.09499,2.09751,2.09045,2.03564,2.06458,2.07793,1.44808,1.4392,1.49243,1.46745,1.47584,1.42256,1.79271,1.6919,1.75894,1.84916,1.75814,1.7984,2.15918,2.33969,2.17881,2.16065,2.26501,2.067,2.0771,2.05204,1.9863,2.12277,2.14144,2.1006,2.11817,1.93804,2.16292,2.29793,2.09714,2.08812,1.33787,1.33268,1.33574,1.30465,1.34008,1.3443,1.66996,1.77719,1.62824,1.6757,1.7416,1.75136,2.08344,1.92119,2.03604,1.8598,1.91762,1.95619,1.79316,1.99557,1.6731,1.83899,2.02117,1.84905,1.20583,1.19352,1.17094,1.1784,1.16222,1.18839,2.23294,2.24396,2.16811,2.02986,2.03494,1.89279,2.18919,2.28326,2.06599,2.05345,1.96213,2.01442,1.24737,1.27025,1.23696,1.26917,1.24755,1.25775,1.97911,2.087,2.13715,2.15369,1.97144,2.20342,1.04818,1.04867,1.05677,1.05084,1.05967,1.06138,1.18926,1.18028,1.17979,1.17654,1.19403,1.18905,2.27892,2.37154,3.0844,2.25865,2.08437,2.19267,1.12292,1.11331,1.11786,1.12213,1.12029,1.12467
4.571449745,1.87732,1.77513,1.9097,1.71718,2.00337,1.7032,1.99907,2.00855,2.06609,2.11414,2.04598,1.97264,1.43621,1.43101,1.47273,1.4614,1.4739,1.43023,1.79883,1.66981,1.70382,1.83905,1.71646,1.72743,2.35347,2.25758,2.13528,2.19931,2.15165,2.03795,2.01444,1.9859,1.97551,2.11396,2.13022,2.06197,2.04788,1.85701,2.31809,2.13933,2.0977,2.08637,1.32877,1.32306,1.32338,1.27194,1.33654,1.33011,1.71941,1.66807,1.58034,1.66674,1.72666,1.72763,1.93883,1.96451,2.03379,1.81291,1.96361,1.95266,1.74583,1.99998,1.66983,1.83071,1.92351,1.82289,1.20191,1.18559,1.1683,1.17586,1.15769,1.1781,2.09346,2.22097,2.13393,2.01483,1.96227,1.86171,2.30423,2.17475,2.01665,1.99761,1.96086,2.06579,1.23029,1.26245,1.23273,1.24792,1.23277,1.23897,1.99332,2.03355,2.18985,2.00632,2.02301,2.1213,1.04075,1.03626,1.05735,1.04454,1.04365,1.05108,1.1802,1.17035,1.1811,1.17221,1.17431,1.16224,2.38782,2.30086,2.62602,2.26143,2.13826,2.22377,1.11235,1.10519,1.11575,1.11794,1.11155,1.12369
4.556983198,1.89832,1.75441,1.83873,1.86446,2.06341,1.74788,1.93972,1.95059,2.01882,2.24795,2.01137,1.91761,1.45527,1.40784,1.45838,1.4662,1.46286,1.43469,1.84521,1.69265,1.67718,1.74477,1.71821,1.71568,2.33042,2.22284,2.10208,2.24032,2.14908,2.19285,1.96942,1.99588,2.00995,2.01184,2.07525,2.06364,2.09923,1.76326,2.49429,2.05923,2.14756,2.0974,1.31501,1.29952,1.3011,1.26274,1.31769,1.31841,1.72869,1.6342,1.6137,1.66127,1.70751,1.67903,1.84288,1.8929,2.00608,1.80769,2.04039,1.93387,1.6851,1.88471,1.68992,1.82202,1.85643,1.80432,1.1962,1.17347,1.16579,1.16453,1.15758,1.16938,1.98628,2.12556,2.03022,2.031,1.91895,1.8908,2.52335,2.12062,1.94275,1.96498,1.99627,2.01847,1.21024,1.25294,1.22488,1.23655,1.22063,1.21478,2.02345,2.06576,2.22984,1.98261,2.14088,2.06431,1.03424,1.03862,1.05974,1.03282,1.03789,1.04041,1.16956,1.17533,1.18276,1.16513,1.16227,1.14899,2.46919,2.30915,2.42551,2.17686,2.16847,2.1329,1.10609,1.11065,1.11069,1.11444,1.10379,1.12319
4.542516652,1.90694,1.80806,1.77631,1.93581,1.99542,1.81057,1.95689,1.96473,1.98686,2.27571,1.98735,1.9236,1.45589,1.40572,1.45095,1.47276,1.448,1.44132,1.76728,1.73237,1.65894,1.64237,1.73577,1.72159,2.15667,2.2256,2.08668,2.20146,2.14876,2.52025,1.96066,1.98194,1.99883,1.98582,2.03568,2.05414,2.21908,1.75879,2.40562,2.09434,2.1727,2.14614,1.30341,1.27023,1.27824,1.28169,1.30869,1.29852,1.66526,1.66529,1.72888,1.65861,1.71794,1.63012,1.87098,1.84529,1.935,1.81353,2.02398,1.90853,1.63269,1.77734,1.7292,1.79192,1.81808,1.79268,1.17105,1.16136,1.15508,1.14632,1.16394,1.1626,1.93151,2.08491,1.96248,2.0314,1.90857,1.91592,2.25395,2.12724,1.91838,1.98546,2.04316,1.99465,1.19907,1.24758,1.2069,1.22296,1.2142,1.20289,2.00701,2.09555,2.25074,2.02783,2.14678,2.03438,1.02145,1.04575,1.05247,1.02369,1.03926,1.03183,1.16346,1.17439,1.17455,1.15532,1.16331,1.15562,2.41878,2.29182,2.42718,2.11805,2.18578,2.0247,1.10206,1.11011,1.10573,1.1115,1.09378,1.11772
4.528049805,1.88942,1.8432,1.79036,1.89149,1.94865,1.81581,2.04007,2.02387,1.95513,2.13622,1.98373,1.95924,1.44442,1.43939,1.44219,1.46205,1.43991,1.44119,1.67487,1.72978,1.65303,1.59293,1.73864,1.70148,2.09271,2.24021,2.06926,2.1699,2.10065,2.75876,1.93081,1.95077,1.92456,2.01386,1.99887,1.99857,2.05358,1.80593,2.18542,2.08851,2.07874,2.17715,1.29251,1.26535,1.27586,1.3036,1.31011,1.27123,1.62032,1.6923,1.85747,1.67268,1.70225,1.61343,1.91999,1.85953,1.86354,1.81333,1.88933,1.85786,1.62318,1.73089,1.77554,1.74316,1.77737,1.78635,1.1559,1.14866,1.14489,1.13072,1.17028,1.15837,1.93087,2.09907,1.93907,2.00002,1.92326,1.92134,2.00717,2.09665,1.89555,2.04865,2.06103,2.01047,1.20145,1.23918,1.19791,1.21147,1.21747,1.21004,1.93691,2.06731,2.20829,2.00835,2.09068,2.00738,1.00968,1.0413,1.04215,1.02305,1.04285,1.02853,1.15739,1.16496,1.16017,1.14616,1.17484,1.16303,2.3616,2.29444,2.41724,2.13372,2.20647,2.01153,1.09636,1.10305,1.10818,1.1107,1.08913,1.108
4.513583258,1.861,1.80478,1.85133,1.84317,1.91141,1.80275,2.08841,2.06527,1.95054,2.01123,2.00802,1.96119,1.44002,1.48022,1.4357,1.44269,1.4328,1.42071,1.68246,1.70341,1.65973,1.61149,1.72742,1.66782,2.14388,2.27231,2.08616,2.11879,2.06585,2.37727,1.87467,1.94359,1.89234,1.96811,1.94863,1.95011,2.01232,1.81426,2.04542,2.03034,2.02105,2.15109,1.2831,1.28032,1.29359,1.30959,1.29837,1.25479,1.63266,1.67822,1.79812,1.67979,1.64983,1.62807,1.89494,1.92323,1.79593,1.77957,1.7902,1.80959,1.6469,1.74849,1.80108,1.69501,1.75932,1.78189,1.16685,1.13777,1.1486,1.1314,1.16789,1.15796,1.92351,2.09109,1.93246,1.96173,1.92045,1.9462,1.92199,2.06244,1.94994,2.19069,2.12103,2.01432,1.21258,1.23157,1.20819,1.21552,1.23963,1.22595,1.88847,2.00555,2.12334,1.96514,2.0752,2.02216,1.0098,1.03853,1.04364,1.03111,1.05044,1.02726,1.15378,1.16406,1.14908,1.14698,1.18846,1.16404,2.4692,2.38512,2.43486,2.17989,2.14809,2.11771,1.09211,1.10538,1.11407,1.11143,1.09263,1.10309
4.499116712,1.84502,1.79119,1.88113,1.79335,1.81684,1.82034,2.04033,2.07285,2.00791,1.94786,2.0393,1.94998,1.42961,1.49731,1.43963,1.42744,1.42119,1.39801,1.72016,1.6884,1.69021,1.66233,1.68148,1.65132,2.31079,2.33896,2.03916,2.13593,2.05619,2.20147,1.86397,1.96331,1.93108,1.92834,1.93308,1.94983,2.03944,1.8022,2.01398,2.07149,2.05707,2.08452,1.27964,1.28526,1.29942,1.30433,1.2799,1.25671,1.68308,1.62348,1.66468,1.64998,1.62216,1.64992,1.89053,1.90475,1.73942,1.7631,1.77857,1.77741,1.64549,1.82256,1.77479,1.67059,1.76294,1.74582,1.18625,1.13633,1.1529,1.15134,1.16846,1.15977,1.87107,2.04119,1.94408,1.95457,1.93398,1.98297,1.94147,2.06889,2.15213,2.39039,2.0885,2.03407,1.23167,1.24079,1.22543,1.23156,1.26902,1.23654,1.9539,2.01308,2.04929,1.98924,2.00899,2.06892,1.02398,1.04547,1.04995,1.04316,1.06145,1.03173,1.16334,1.17723,1.14981,1.15807,1.19246,1.17309,2.3214,2.34992,2.50589,2.13643,2.09342,2.18319,1.09604,1.11428,1.11392,1.11124,1.09898,1.10476
4.484650165,1.84749,1.85239,1.87074,1.73938,1.7622,1.83312,1.99748,2.04851,2.08623,1.92646,2.03776,1.93229,1.41092,1.47304,1.43519,1.41378,1.41084,1.39359,1.70014,1.65796,1.69038,1.67312,1.63046,1.65467,2.13795,2.31555,1.92653,2.21719,2.11618,2.13753,1.89431,1.99111,1.95968,1.957,1.91579,1.96867,2.00859,1.84022,2.07805,2.12064,2.12689,2.02481,1.29291,1.29085,1.2907,1.30448,1.2801,1.26998,1.73625,1.5746,1.63588,1.60672,1.6272,1.67457,1.94365,1.87759,1.73015,1.79102,1.82935,1.761,1.59989,1.8572,1.71384,1.67904,1.76877,1.68408,1.18532,1.14098,1.145,1.17247,1.17342,1.16008,1.86691,2.00666,1.94256,1.99508,1.96854,2.00188,2.00473,2.18079,2.32835,2.46701,2.04269,2.11791,1.24454,1.26198,1.23703,1.2523,1.27731,1.24124,2.20755,2.05914,1.97668,2.0073,1.89975,2.10451,1.04604,1.05438,1.0545,1.05524,1.06686,1.05243,1.19228,1.19328,1.16413,1.17323,1.1915,1.19172,2.09007,2.25767,2.60752,2.07113,2.16572,2.17623,1.11495,1.12389,1.11411,1.1117,1.10731,1.11362
4.470183318,1.87224,1.91793,1.87646,1.72512,1.73483,1.80063,2.02334,2.01578,2.0917,1.90764,2.02367,1.87377,1.40222,1.42522,1.4225,1.39907,1.4099,1.39999,1.69074,1.62459,1.65257,1.63288,1.61024,1.65744,1.95469,2.23645,1.87223,2.19967,2.2481,2.07224,1.91323,1.96831,1.89932,1.98514,1.88714,1.9707,1.88697,1.96061,2.10024,2.04992,2.08897,1.99444,1.31284,1.31322,1.29679,1.31512,1.30143,1.28241,1.72625,1.5782,1.64011,1.5771,1.64693,1.67757,1.91133,1.9075,1.75912,1.85716,1.87878,1.73274,1.54772,1.77743,1.66963,1.72535,1.74457,1.65816,1.16413,1.14507,1.13622,1.17782,1.17058,1.15985,1.94803,2.01012,1.92797,2.07295,1.97544,1.9647,2.07892,2.45744,2.21174,2.43795,2.06854,2.16328,1.24619,1.28015,1.25441,1.2727,1.27143,1.25414,2.61425,2.06201,1.90678,2.01072,1.86194,2.04209,1.06806,1.06781,1.06963,1.07333,1.07462,1.08269,1.23408,1.21166,1.19204,1.19418,1.20323,1.21307,1.99279,2.21616,2.56875,2.09775,2.41488,2.15542,1.1418,1.14163,1.13276,1.11955,1.12288,1.13675
4.455716772,1.89638,1.93837,1.90448,1.76679,1.73,1.76197,2.08367,1.95989,2.02112,1.90342,2.0447,1.80678,1.40945,1.3978,1.42185,1.39856,1.41417,1.40083,1.66838,1.63805,1.59517,1.58013,1.62928,1.66367,1.93542,2.14843,1.89048,2.08216,2.30672,2.03776,1.8561,1.93123,1.84341,1.93665,1.87693,1.9593,1.85548,2.15651,2.03396,1.96197,1.97102,2.01347,1.32846,1.33312,1.31612,1.32959,1.32747,1.28989,1.64965,1.61512,1.62548,1.57858,1.66466,1.64957,1.82299,1.97769,1.80072,1.92403,1.85434,1.71741,1.52444,1.67629,1.65987,1.7807,1.69299,1.68011,1.1534,1.15296,1.14192,1.17745,1.16717,1.16398,2.06218,2.00122,1.94294,2.11192,1.98048,1.89714,2.18309,2.72821,2.10525,2.39787,2.0637,2.07607,1.26256,1.29991,1.28847,1.2957,1.28273,1.28767,2.54299,2.09593,1.90258,2.04235,1.93791,1.97985,1.09045,1.08784,1.09957,1.10625,1.09944,1.10938,1.26938,1.24228,1.23166,1.22628,1.2324,1.23905,2.06563,2.27103,2.26656,2.22042,2.60888,2.15725,1.16351,1.17386,1.16895,1.14093,1.14744,1.17076
4.441250225,1.86589,1.92367,1.92076,1.80642,1.81222,1.74258,2.06504,1.88253,1.92639,1.93147,2.11252,1.79719,1.42279,1.39946,1.44504,1.41841,1.40657,1.39617,1.68574,1.6908,1.55614,1.56284,1.67122,1.67318,2.07739,2.20305,1.91173,2.0235,2.20107,2.12419,1.80076,1.92727,1.85913,1.87421,1.86099,1.93299,1.91932,2.32421,1.99098,1.88812,1.90078,2.01647,1.35184,1.3333,1.33428,1.34779,1.34841,1.3009,1.56523,1.62058,1.58288,1.60931,1.64926,1.63132,1.81252,1.95697,1.82526,1.94951,1.79791,1.73704,1.50221,1.62899,1.64916,1.76276,1.6807,1.69333,1.16511,1.16546,1.16032,1.18767,1.1743,1.17109,2.16368,1.92988,1.9694,2.06267,2.01603,1.84175,2.26087,2.59911,1.93962,2.22606,2.01188,1.95371,1.30342,1.33574,1.32729,1.33282,1.31057,1.33479,2.22095,2.1151,1.95095,2.0313,2.03457,1.99551,1.11945,1.12002,1.13231,1.15175,1.13205,1.13457,1.29598,1.28452,1.27619,1.27293,1.27704,1.27718,2.23097,2.41349,2.27644,2.36266,2.45834,2.08311,1.18519,1.21745,1.20091,1.17723,1.18319,1.2013
4.426783678,1.83394,1.89862,1.91702,1.79851,1.95567,1.72944,1.98428,1.90086,1.84587,1.95413,2.12313,1.86402,1.43222,1.40894,1.46697,1.42968,1.39111,1.39718,1.64437,1.71935,1.55245,1.56735,1.65968,1.65158,2.19461,2.48449,1.90528,1.9973,2.11876,2.08591,1.84687,1.90855,1.90179,1.87019,1.83294,1.92211,1.9205,2.27299,1.9311,1.82586,1.90681,1.93501,1.37824,1.34203,1.35695,1.37581,1.36662,1.31928,1.50694,1.5862,1.551,1.625,1.60432,1.61164,1.88469,1.8335,1.80391,1.9448,1.78234,1.75132,1.48712,1.64909,1.63201,1.6961,1.69805,1.69727,1.18428,1.18054,1.17567,1.20342,1.1889,1.1786,2.20031,1.89319,1.96681,2.00416,2.11044,1.83168,2.23806,2.39074,1.80396,1.97857,2.00958,1.88098,1.35381,1.38595,1.36027,1.37675,1.34102,1.37669,2.02568,2.02336,1.97846,1.97608,2.04285,2.02022,1.15741,1.16695,1.16637,1.19547,1.16695,1.16986,1.33174,1.33156,1.31937,1.33893,1.33052,1.33167,2.29611,2.30486,2.43084,2.36056,2.51425,1.98478,1.22038,1.26196,1.22429,1.22644,1.23295,1.23349
4.412317132,1.85347,1.88569,1.90517,1.80669,1.9366,1.72023,1.92504,1.98386,1.83516,1.93851,2.03714,1.90454,1.42816,1.41136,1.44318,1.40762,1.37811,1.39738,1.56531,1.6814,1.57541,1.56018,1.59994,1.6097,2.20327,2.52109,1.93386,2.0125,2.08937,1.91697,1.91872,1.88612,1.91484,1.90776,1.82642,1.95876,1.77076,2.0749,1.87138,1.81237,1.92867,1.86774,1.38818,1.36087,1.38294,1.41792,1.38575,1.3494,1.51546,1.56335,1.55686,1.60705,1.57416,1.58392,1.95466,1.77636,1.82522,1.89583,1.80121,1.73837,1.51536,1.70302,1.62708,1.66863,1.69559,1.72932,1.20271,1.19908,1.18662,1.22028,1.19735,1.18706,2.18053,1.91579,1.95339,1.97723,2.14932,1.85778,2.13046,2.29245,1.77241,1.8959,2.03346,1.86823,1.41024,1.43406,1.39791,1.41775,1.38105,1.4134,1.95902,1.95292,2.02998,1.94489,2.03086,1.97514,1.20578,1.21462,1.21181,1.23582,1.21783,1.22089,1.38329,1.38681,1.3633,1.42066,1.37916,1.40065,2.29408,2.19127,2.4137,2.23751,2.42238,2.00504,1.27122,1.30319,1.26155,1.28472,1.29435,1.28679
4.397850285,1.88129,1.89692,1.91414,1.85487,1.82602,1.72973,1.91608,2.02329,1.90264,1.91888,1.96047,1.95577,1.41302,1.40203,1.41287,1.3741,1.36393,1.38694,1.58831,1.63197,1.59382,1.55936,1.56661,1.5892,2.12068,2.19279,2.00463,2.08304,2.07803,1.81562,1.87168,1.9236,1.88244,1.97133,1.86435,1.95718,1.71053,1.98152,1.84447,1.84882,1.92473,1.82355,1.39671,1.3704,1.4059,1.46352,1.40636,1.40115,1.58662,1.58569,1.55651,1.58432,1.57221,1.56876,1.95015,1.80627,1.86028,1.8152,1.81789,1.73105,1.55713,1.70969,1.63026,1.67782,1.66909,1.76456,1.23279,1.21196,1.1986,1.24542,1.20669,1.20034,2.12187,1.94961,1.94799,1.94994,1.99059,1.87166,2.10384,2.38534,1.83431,1.95147,1.97069,1.89857,1.47513,1.47291,1.45587,1.46282,1.44046,1.46608,1.95448,1.90734,2.11759,1.89835,2.02538,1.91625,1.261,1.26675,1.26486,1.28157,1.27384,1.27498,1.44963,1.4587,1.42124,1.49707,1.43182,1.47559,2.36131,2.23112,2.33849,2.25159,2.32602,2.10817,1.33024,1.34858,1.32085,1.34326,1.35994,1.34896
4.383383738,1.877,1.91014,1.92784,1.78041,1.78404,1.78045,1.94199,1.99732,1.96002,1.90097,1.91241,2.03622,1.40406,1.39092,1.41353,1.36032,1.36268,1.37563,1.74318,1.6158,1.57757,1.57293,1.56716,1.57985,2.07963,2.01769,2.01377,2.12553,2.11304,1.79976,1.80301,2.018,1.86572,1.98785,1.88885,1.91357,1.79072,1.89506,1.80812,1.865,1.9054,1.78199,1.42135,1.38968,1.43365,1.50276,1.4313,1.46602,1.64174,1.62222,1.5586,1.56931,1.57434,1.55213,1.92549,1.87112,1.84474,1.74946,1.84199,1.73658,1.59848,1.66335,1.62723,1.68708,1.65535,1.76282,1.27111,1.22571,1.21376,1.27746,1.2255,1.22595,2.06147,2.00572,1.93282,1.89947,1.86473,1.85936,2.15623,2.39609,1.9191,2.05094,1.93101,1.94363,1.53884,1.50977,1.53519,1.50375,1.50995,1.53086,1.97342,1.87495,2.10733,1.89289,1.9674,1.93339,1.31628,1.33834,1.32316,1.32593,1.30617,1.32022,1.52048,1.52948,1.50736,1.55029,1.50374,1.54559,2.51065,2.36035,2.31046,2.30367,2.34907,2.17335,1.39706,1.39997,1.3823,1.38852,1.41572,1.39301
4.368917192,1.87708,1.91817,1.89048,1.70906,1.79748,1.84109,1.95197,1.98313,1.95874,1.89525,1.8736,2.05087,1.39973,1.39532,1.40915,1.36819,1.38254,1.3691,1.79326,1.61933,1.56686,1.58668,1.56623,1.56602,2.1437,2.01846,1.94454,2.10441,2.10857,1.89749,1.79933,2.0565,1.89518,1.9585,1.88769,1.91911,1.86457,1.8059,1.79646,1.84773,1.88866,1.77074,1.4559,1.44388,1.46525,1.53719,1.46191,1.50823,1.62076,1.65395,1.58686,1.55465,1.56573,1.52564,1.88675,1.86102,1.80427,1.72373,1.87494,1.77017,1.62242,1.62784,1.61971,1.70575,1.67991,1.72384,1.28632,1.26107,1.23936,1.30579,1.24315,1.25186,1.98044,2.04132,1.91706,1.91422,1.84078,1.81164,2.19093,2.41535,1.88211,2.06971,1.95518,2.01352,1.59236,1.55903,1.63402,1.54001,1.57395,1.58631,2.0045,1.85821,2.04602,1.96509,1.90736,1.98643,1.37348,1.40445,1.39452,1.36085,1.33432,1.36279,1.58435,1.5798,1.61086,1.59007,1.57501,1.61332,2.61063,2.37374,2.2081,2.27249,2.31255,2.1425,1.47037,1.44582,1.43482,1.41486,1.45112,1.4243
4.354450645,1.88396,1.95551,1.85579,1.72779,1.79536,1.83945,1.9381,1.98158,1.96645,1.91746,1.87515,2.02607,1.38863,1.42014,1.38262,1.37874,1.39875,1.36362,1.66052,1.59094,1.58904,1.61744,1.5634,1.56923,1.95315,2.23236,1.88181,2.12218,2.10792,2.1193,1.84116,1.95243,1.91652,1.88814,1.877,1.93179,1.78826,1.75625,1.84942,1.87136,1.94391,1.78591,1.48832,1.49422,1.47994,1.55164,1.49429,1.51486,1.56478,1.64785,1.60045,1.51518,1.55232,1.50475,1.80274,1.82341,1.81527,1.7182,1.8812,1.82061,1.59309,1.60407,1.61663,1.71359,1.69835,1.68731,1.27284,1.29948,1.26592,1.31855,1.263,1.25686,1.98826,2.06641,1.92087,2.00738,1.87933,1.76865,2.09036,2.43472,1.83469,2.03451,2.00444,2.12967,1.62081,1.61942,1.73863,1.5915,1.61682,1.6484,1.96063,1.83555,2.00272,2.0291,1.90364,1.99063,1.43653,1.44417,1.45838,1.39433,1.37783,1.39587,1.65714,1.63889,1.68446,1.63748,1.62658,1.67335,2.51733,2.35999,2.07485,2.30666,2.21018,2.1219,1.52397,1.4834,1.4769,1.43349,1.47824,1.45325
4.339983798,1.84457,1.96944,1.85448,1.7419,1.78033,1.79548,1.95867,1.95435,2.00811,1.90841,1.90905,2.043,1.3733,1.4318,1.36433,1.37652,1.40236,1.36783,1.57374,1.55186,1.60631,1.63902,1.56969,1.58037,1.87268,2.53154,1.84147,2.10484,2.11125,2.25176,1.89868,1.85847,1.88963,1.83077,1.82837,1.88316,1.74446,1.7369,1.91925,1.86038,2.03207,1.77959,1.51559,1.48666,1.48772,1.54123,1.52094,1.50776,1.52952,1.59056,1.60082,1.46721,1.53496,1.48391,1.76075,1.84508,1.85632,1.69585,1.84132,1.8323,1.55238,1.59293,1.62004,1.6748,1.69238,1.65071,1.265,1.30504,1.27621,1.31238,1.27044,1.2509,2.08966,2.11015,1.9233,2.04701,1.93252,1.78408,1.94479,2.53571,1.9156,2.01479,2.08158,2.1736,1.61878,1.66242,1.77592,1.64134,1.64974,1.7123,1.87533,1.84981,1.97153,2.01795,1.93402,1.94821,1.49685,1.49182,1.47442,1.43674,1.40959,1.41169,1.71711,1.72796,1.71604,1.69359,1.66644,1.70444,2.59048,2.28953,2.06486,2.44865,2.17826,2.14015,1.52565,1.51906,1.49871,1.46189,1.50857,1.48175
4.325517252,1.78847,1.90292,1.85769,1.72255,1.76267,1.78436,1.97917,1.94014,2.0295,1.87625,1.90234,2.08906,1.37021,1.41163,1.35173,1.36045,1.39676,1.37748,1.61224,1.56236,1.58046,1.62287,1.5609,1.5687,1.95488,2.48436,1.87423,2.01654,2.0686,2.04997,1.85969,1.86024,1.87609,1.85705,1.77334,1.8395,1.80724,1.70472,1.91739,1.82759,1.92723,1.79078,1.54041,1.48748,1.48813,1.52532,1.53057,1.50288,1.53584,1.51914,1.59383,1.45207,1.52386,1.4719,1.78319,1.90673,1.81754,1.68073,1.80418,1.82664,1.54637,1.62443,1.6049,1.63853,1.71119,1.59135,1.2799,1.28488,1.274,1.30249,1.25347,1.24803,2.18947,2.1145,1.9222,1.96197,1.9608,1.8486,1.976,2.54148,2.01013,2.06212,2.17248,2.14659,1.60609,1.68308,1.72812,1.64508,1.66844,1.72681,1.89244,1.85809,1.95903,1.95091,1.95566,1.96227,1.51546,1.51436,1.45998,1.46988,1.4204,1.42769,1.70823,1.80109,1.72367,1.74115,1.67795,1.69142,2.40661,2.27034,2.24155,2.49996,2.22733,2.18223,1.49878,1.55106,1.50638,1.50247,1.53714,1.51284
4.311050705,1.79236,1.84996,1.86632,1.76546,1.71403,1.81115,1.94069,1.97069,1.99925,1.88723,1.85785,2.07784,1.38396,1.38947,1.33597,1.35032,1.37972,1.36323,1.68548,1.61168,1.53707,1.60636,1.53595,1.55842,2.20569,2.22878,1.95325,1.99644,2.07433,1.91673,1.78328,1.87947,1.91759,1.92681,1.76584,1.85111,1.91045,1.68217,1.87986,1.79704,1.89742,1.85713,1.54625,1.51821,1.46118,1.53267,1.52768,1.50236,1.56481,1.49407,1.57844,1.47476,1.53037,1.48082,1.80464,1.9075,1.73922,1.69182,1.79019,1.83992,1.57891,1.66112,1.5904,1.62091,1.73775,1.56002,1.30433,1.26094,1.26487,1.28913,1.23772,1.24307,2.21707,2.09684,1.92905,1.89452,1.96735,1.90375,2.12137,2.23653,1.97481,2.14038,2.19617,2.06976,1.61473,1.70618,1.6678,1.62274,1.67358,1.69565,1.97673,1.85613,1.93722,1.86209,1.92171,2.03918,1.4855,1.46295,1.46053,1.45567,1.41693,1.44293,1.66205,1.80625,1.69355,1.74938,1.66078,1.66497,2.41511,2.36646,2.45001,2.34914,2.28077,2.19833,1.48254,1.56395,1.51045,1.53446,1.55357,1.54463
